geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng
29157,cariacica,ES,-20.25558905,-40.38295803
29118,vila velha,ES,-20.3493654,-40.34007979
29107,vila velha,ES,-20.3484495,-40.29802126
29142,cariacica,ES,-20.36064772,-40.3695464
29173,serra,ES,-20.1024796,-40.18407144
29197,aracruz,ES,-19.8260505,-40.06763775
29168,serra,ES,-20.1549381,-40.25062882
29192,aracruz,ES,-19.83253307,-40.26723919
29120,vila velha,ES,-20.33487973,-40.31787431
29144,cariacica,ES,-20.34772333,-40.39723794
29187,praia grande,ES,-20.03699339,-40.19047299
29132,viana,ES,-20.39087856,-40.47779119
29125,vila velha,ES,-20.41796416,-40.32835933
29130,viana,ES,-20.39115635,-40.49703624
29136,viana,ES,-20.36486467,-40.42674515
29121,vila velha,ES,-20.33655379,-40.31989677
29187,praia grande (fundao) - distrito,ES,-20.04142246,-40.18703905
29158,cariacica,ES,-20.12634501,-40.30141658
29138,viana,ES,-20.37167801,-40.42010178
29132,vila velha,ES,-20.39376373,-40.4766309
29174,serra,ES,-20.06421048,-40.18297373
29179,serra,ES,-20.1181465,-40.29294741
29180,serra,ES,-20.10240099,-40.34176046
29230,anchieta,ES,-20.80482967,-40.649292
29290,rio novo do sul,ES,-20.8644527,-40.93655435
29222,guarapari,ES,-20.63838753,-40.51092822
29280,iconha,ES,-20.79420282,-40.81036048
29210,guarapari,ES,-20.66585367,-40.51357286
29200,guarapari,ES,-20.68465988,-40.50822291
29255,marechal floriano,ES,-20.41542024,-40.67529451
29215,guarapari,ES,-20.66407474,-40.49773392
29260,domingos martins,ES,-20.36457822,-40.65951847
29216,guarapari,ES,-20.65701278,-40.49409139
29221,guarapari,ES,-20.61447442,-40.45385545
29240,alfredo chaves,ES,-20.63564596,-40.749097
29285,piuma,ES,-20.83934745,-40.72739984
29212,guarapari,ES,-20.62615267,-40.52619177
29295,vargem alta,ES,-20.52285565,-40.98712856
29258,araguaia,ES,-20.26090194,-40.39030591
29206,guarapari,ES,-20.72108924,-40.52493173
29214,guarapari,ES,-20.650284,-40.50275625
29203,guarapari,ES,-20.67399467,-40.52174223
29202,guarapari,ES,-20.67137964,-40.51664895
29201,guarapari,ES,-20.67887015,-40.502862
29263,isabel,ES,-20.380986,-40.6202625
29217,guarapari,ES,-20.64359759,-40.479725
29213,guarapari,ES,-20.64177591,-40.51075683
29220,guarapari,ES,-20.62451109,-40.47712554
29208,guarapari,ES,-20.73380897,-40.54490923
29278,domingos martins,ES,-20.38103384,-41.02864252
29227,guarapari,ES,-20.64808371,-40.4908018
29273,paraju,ES,-20.31783628,-40.80437947
29211,guarapari,ES,-20.64188175,-40.51312994
29209,guarapari,ES,-20.73131236,-40.55274901
29297,jacigua,ES,-20.71122785,-41.01616261
29273,domingos martins,ES,-20.36253,-40.65898
29278,arace,ES,-20.38001549,-41.02942535
29313,cachoeiro de itapemirim,ES,-20.8259988,-41.13645175
29360,castelo,ES,-20.60378767,-41.20250386
29395,ibatiba,ES,-20.23522318,-41.51097291
29350,presidente kennedy,ES,-21.156006,-41.0758235
29300,cachoeiro de itapemirim,ES,-20.8493626,-41.11521241
29375,venda nova do imigrante,ES,-20.34447845,-41.13135805
29301,cachoeiro de itapemirim,ES,-20.83652162,-41.12626005
29307,cachoeiro de itapemirim,ES,-20.84544273,-41.10530227
29330,itapemirim,ES,-20.90568983,-40.79055881
29398,irupi,ES,-20.34554286,-41.64174562
29345,marataizes,ES,-21.04759407,-40.83195691
29314,cachoeiro de itapemirim,ES,-20.8325925,-41.18073075
29370,conceicao do castelo,ES,-20.35668831,-41.24370686
29303,cachoeiro de itapemirim,ES,-20.85556793,-41.1147117
29316,cachoeiro de itapemirim,ES,-20.85848829,-41.0984057
29390,iuna,ES,-20.34760876,-41.53608997
29309,cachoeiro de itapemirim,ES,-20.82174415,-41.1200143
29305,cachoeiro de itapemirim,ES,-20.85994141,-41.10689951
29306,cachoeiro de itapemirim,ES,-20.84800429,-41.09208749
29308,cachoeiro de itapemirim,ES,-20.84650068,-41.11457944
29302,cachoeiro de itapemirim,ES,-20.8483156,-41.12980029
29304,cachoeiro de itapemirim,ES,-20.85179271,-41.1118817
29315,cachoeiro de itapemirim,ES,-20.840166,-41.1832395
29338,itaipava,ES,-20.89085591,-40.78359105
29311,cachoeiro de itapemirim,ES,-20.84794302,-41.146181
29312,cachoeiro de itapemirim,ES,-20.84690798,-41.15385277
29310,cachoeiro de itapemirim,ES,-20.83559813,-41.12323854
29329,conduru,ES,-20.68770403,-41.20195223
29380,muniz freire,ES,-20.46256016,-41.41300628
29317,cachoeiro de itapemirim,ES,-20.84785153,-41.14111359
29325,itaoca,ES,-20.72337002,-41.1363648
29321,vargem grande do soturno,ES,-21.82309225,-46.89759645
29328,corrego dos monos,ES,-20.88333,-41.2
29378,sao joao de vicosa,ES,-20.336688,-41.1851115
29323,pacotuba,ES,-20.76285234,-41.2724099
29321,cachoeiro de itapemirim,ES,-20.82544184,-41.1107665
29327,burarama,ES,-19.53211061,-40.62317354
29386,muniz freire,ES,-20.33653132,-41.3875414
29338,itapemirim,ES,-20.89083187,-40.77519578
29375,venda nova do imigrante-es,ES,-20.33847649,-41.13285006
29470,sao jose do calcado,ES,-21.03364844,-41.65212829
29400,mimoso do sul,ES,-21.06142197,-41.37177841
29480,muqui,ES,-20.95468644,-41.35082239
29490,atilio vivacqua,ES,-20.91431244,-41.19487141
29450,apiaca,ES,-21.15709213,-41.56442774
29460,bom jesus do norte,ES,-21.12506083,-41.66626793
29420,sao jose das torres,ES,-19.90043616,-43.99902966
29475,alto calcado,ES,-20.94611,-41.62
29515,cafe,ES,-20.77150566,-41.53560726
29500,alegre,ES,-20.75885564,-41.53546036
29550,jeronimo monteiro,ES,-20.78481927,-41.38973373
29590,divino de sao lourenco,ES,-20.62000467,-41.68428965
29580,dores do rio preto,ES,-20.68899859,-41.84739379
29560,guacui,ES,-20.7749205,-41.677668
29540,ibitirama,ES,-20.54108016,-41.66853195
29510,celina,ES,-19.38809868,-40.06813251
29520,rive,ES,-20.75665793,-41.45977261
29564,sao pedro de rates,ES,-20.78111,-41.80056
29600,afonso claudio,ES,-20.07223483,-41.13260705
29645,santa maria de jetiba,ES,-20.02682951,-40.74280787
29650,santa teresa,ES,-19.93508981,-40.60159948
29665,sao roque do canaa,ES,-19.73929732,-40.65808102
29615,laranja da terra,ES,-19.883478,-41.047622
29620,itarana,ES,-19.923879,-40.8619835
29640,santa leopoldina,ES,-20.097885,-40.5638135
29619,laranja da terra,ES,-19.82528,-41.11111
29665,sao roque do cannaa,ES,-19.734762,-40.68305
29680,joao neiva,ES,-19.75770395,-40.37685697
29670,ibiracu,ES,-19.83043658,-40.37310514
29690,itaguacu,ES,-19.80318175,-40.85690389
29630,brejetuba,ES,-20.14832163,-41.29210545
29609,afonso claudio,ES,-20.07893434,-41.124294
29695,itaimbe,ES,-19.66469628,-40.83650571
29654,santo antonio do canaa,ES,-19.82367985,-40.6554738
29660,sao joao de petropolis,ES,-19.82452013,-40.65945132
29660,santa teresa,ES,-19.93520114,-40.59402785
29687,acioli,ES,-19.65590922,-40.46336508
29703,colatina,ES,-19.52855054,-40.63635035
29780,sao gabriel da palha,ES,-19.0131173,-40.54172587
29706,colatina,ES,-19.51745081,-40.64724417
29730,baixo guandu,ES,-19.51628954,-41.00621707
29700,colatina,ES,-19.52617981,-40.61726008
29702,colatina,ES,-19.53874893,-40.63310424
29750,pancas,ES,-19.22467331,-40.84581177
29785,vila valerio,ES,-18.99517121,-40.39158882
29770,mantenopolis,ES,-18.86309621,-41.12227493
29709,colatina,ES,-19.51601999,-40.6386038
29725,marilandia,ES,-19.41437741,-40.54378717
29701,colatina,ES,-19.54524664,-40.62940904
29752,vila verde,ES,-18.97051264,-40.87154482
29704,colatina,ES,-19.51837669,-40.65577575
29760,alto rio novo,ES,-19.0572656,-41.01760299
29705,colatina,ES,-19.51582545,-40.62618505
29720,governador lindenberg,ES,-19.25531283,-40.45774849
29707,colatina,ES,-19.54421969,-40.66764128
29745,sao domingos do norte,ES,-19.14712615,-40.62141284
29795,aguia branca,ES,-18.98487145,-40.73945315
29708,colatina,ES,-19.54662279,-40.62227494
29755,lajinha,ES,-19.16215248,-40.77121208
29724,novo brasil,ES,-19.22278,-40.59389
29735,quilometro 14 do mutum,ES,-19.396948,-40.90503976
29712,colatina,ES,-19.51983759,-40.57681363
29772,santa luzia de mantenopolis,ES,-18.88493545,-41.01554985
29755,pancas,ES,-19.15862833,-40.77096749
29714,colatina,ES,-19.54599607,-40.63304203
29737,alto mutum preto,ES,-19.275,-40.9075
29845,boa esperanca,ES,-18.54502902,-40.30026722
29850,ecoporanga,ES,-18.37041924,-40.8333272
29830,nova venecia,ES,-18.71679333,-40.39796908
29890,montanha,ES,-18.12597294,-40.35952608
29880,mucurici,ES,-18.0955732,-40.52036099
29843,vila pavao,ES,-18.61830663,-40.60548134
29820,agua doce do norte,ES,-18.54780324,-40.97761918
29800,barra de sao francisco,ES,-18.7538637,-40.89803369
29822,vila nelita,ES,-18.47786753,-41.01366693
29884,itabaiana,ES,-7.336622173,-35.34042427
29815,paulista,ES,-18.66417,-40.79583
29885,ponto belo,ES,-18.11974205,-40.54168155
29800,ecoporanga,ES,-18.37723503,-40.8270525
29824,santo agostinho,ES,-18.41278,-41.03667
29826,governador lacerda de aguiar,ES,-18.63361,-40.94278
29807,monte sinai,ES,-18.58804281,-40.88890413
29894,vinhatico,ES,-18.19859433,-40.26379335
29960,conceicao da barra,ES,-18.58768807,-39.73507168
29900,linhares,ES,-19.40400371,-40.0615996
29905,linhares,ES,-19.36706141,-40.05306409
29903,linhares,ES,-19.38662465,-40.05577521
29937,sao mateus,ES,-18.74320494,-39.85543512
29927,sooretama,ES,-19.19174369,-40.09591095
29945,sao mateus,ES,-18.74371844,-39.76582878
29907,linhares,ES,-19.37569488,-40.07382014
29950,jaguare,ES,-18.90393531,-40.07501986
29901,linhares,ES,-19.39530165,-40.05484306
29932,sao mateus,ES,-18.708975,-39.8774475
29980,pinheiros,ES,-18.41454529,-40.21490923
29904,linhares,ES,-19.37409101,-40.05370585
29930,sao mateus,ES,-18.71612614,-39.85372735
29934,sao mateus,ES,-18.71420557,-39.85088236
29946,sao mateus,ES,-18.73632016,-39.74979978
29908,linhares,ES,-19.35492081,-40.04245409
29970,pedro canario,ES,-18.29448295,-39.95351973
29920,rio bananal,ES,-19.27180584,-40.32772691
29942,sao mateus,ES,-18.7233615,-39.8824515
29931,sao mateus,ES,-18.71581208,-39.87296374
29985,sao joao do sobrado,ES,-18.32374987,-40.40506777
29902,linhares,ES,-19.38122356,-40.06678288
29909,linhares,ES,-19.32192934,-40.0711243
29967,braco do rio,ES,-20.32229283,-40.39284837
29906,linhares,ES,-19.35660031,-40.05732806
29941,sao mateus,ES,-18.72283981,-39.84594923
29936,sao mateus,ES,-18.7304625,-39.845664
29978,cristal do norte,ES,-18.08915821,-40.10959903
29933,sao mateus,ES,-18.7173105,-39.84828767
29943,sao mateus,ES,-18.71867499,-39.89750449
29925,sao jorge do tiradentes,ES,-19.1225,-40.36028
29940,sao mateus,ES,-18.72001498,-39.87684334
29938,sao mateus,ES,-18.723555,-39.852846
29918,linhares,ES,-19.391727,-40.0610845
29913,linhares,ES,-19.408266,-40.06460025
29944,sao mateus,ES,-18.77346364,-39.7550053
29965,itaunas,ES,-18.41873801,-39.70806405
29901,linharesl,ES,-19.39651751,-40.06275309
29967,conceicao da barra,ES,-18.5807115,-39.73799475
30001,belo horizonte,MG,-19.92398884,-43.93570613
30035,belo horizonte,MG,-19.90115538,-43.91842913
30150,belo horizonte,MG,-19.92214631,-43.9278353
30120,belo horizonte,MG,-19.91953335,-43.93684689
30112,belo horizonte,MG,-19.93779686,-43.93511809
30180,belo horizonte,MG,-19.92614185,-43.93684827
30140,belo horizonte,MG,-19.93647135,-43.92639692
30170,belo horizonte,MG,-19.9244923,-43.94703961
30110,belo horizonte,MG,-19.93440497,-43.9513983
30130,belo horizonte,MG,-19.93840621,-43.93702207
30190,belo horizonte,MG,-19.92112673,-43.94119675
30160,belo horizonte,MG,-19.92136048,-43.93920565
30171,belo horizonte,MG,-19.92399928,-43.94435975
30111,belo horizonte,MG,-19.91624656,-43.93623364
30186,belo horizonte,MG,-19.90805787,-43.88381803
30166,belo horizonte,MG,-19.92623157,-43.93779292
30108,belo horizonte,MG,-18.99191036,-49.45067632
30290,belo horizonte,MG,-19.91957605,-43.87949678
30285,belo horizonte,MG,-19.91536512,-43.8989072
30220,belo horizonte,MG,-19.94244782,-43.91448427
30260,belo horizonte,MG,-19.92439678,-43.91167581
30280,belo horizonte,MG,-19.91108456,-43.90370152
30240,belo horizonte,MG,-19.92416707,-43.91647951
30295,belo horizonte,MG,-19.91222323,-43.87804547
30230,belo horizonte,MG,-19.93970507,-43.90862672
30270,belo horizonte,MG,-19.92468464,-43.90432265
30250,belo horizonte,MG,-19.93447114,-43.90885306
30210,belo horizonte,MG,-19.94919034,-43.9170369
30286,belo horizonte,MG,-19.904877,-43.88928525
30330,belo horizonte,MG,-19.94137333,-43.93759243
30350,belo horizonte,MG,-19.9446235,-43.94507264
30360,belo horizonte,MG,-19.97067538,-43.94943266
30320,belo horizonte,MG,-19.9595461,-43.93549305
30380,belo horizonte,MG,-19.95011342,-43.95583839
30310,belo horizonte,MG,-19.94142227,-43.93233854
30315,belo horizonte,MG,-19.95455748,-43.93409969
30390,belo horizonte,MG,-19.99530058,-43.96543328
30335,belo horizonte,MG,-19.94713152,-43.92007253
30328,belo horizonte,MG,-19.96988595,-43.94239903
30441,belo horizonte,MG,-19.93520106,-43.95679573
30431,belo horizonte,MG,-19.94608266,-43.96674583
30421,belo horizonte,MG,-19.93968882,-43.97533765
30493,belo horizonte,MG,-19.97256137,-43.96531782
30411,belo horizonte,MG,-19.92159682,-43.95817412
30494,belo horizonte,MG,-19.95661691,-43.96843635
30492,belo horizonte,MG,-19.96962458,-43.96792187
30451,belo horizonte,MG,-20.01132687,-44.01888538
30430,belo horizonte,MG,-19.93331444,-43.96166237
30455,belo horizonte,MG,-19.9693754,-43.96286969
30410,belo horizonte,MG,-19.92914488,-43.96813254
30420,belo horizonte,MG,-19.9198825,-43.98046275
30480,belo horizonte,MG,-19.92739265,-43.97926906
30490,belo horizonte,MG,-19.95150936,-43.97489996
30460,belo horizonte,MG,-19.94278839,-43.96769813
30550,belo horizonte,MG,-19.93977,-43.97883525
30520,belo horizonte,MG,-19.94290708,-44.02003487
30575,belo horizonte,MG,-19.9700756,-43.97959528
30525,belo horizonte,MG,-19.93407291,-44.01298733
30510,belo horizonte,MG,-19.93653253,-43.99231906
30535,belo horizonte,MG,-19.92617666,-43.99002259
30512,belo horizonte,MG,-19.94538143,-44.00017368
30516,belo horizonte,MG,-19.95434057,-43.98677952
30532,belo horizonte,MG,-19.94354947,-44.00578954
30580,belo horizonte,MG,-19.95806147,-43.98571701
30530,belo horizonte,MG,-19.92890508,-43.99811505
30570,belo horizonte,MG,-19.9580892,-43.97553117
30518,belo horizonte,MG,-19.9521322,-44.004448
30514,belo horizonte,MG,-19.95291513,-43.9916517
30590,belo horizonte,MG,-19.9594209,-43.99403431
30555,belo horizonte,MG,-19.95278245,-43.97732282
30540,belo horizonte,MG,-19.96297437,-43.99519656
30640,belo horizonte,MG,-19.97726682,-44.03022076
30660,belo horizonte,MG,-19.98399905,-44.03257325
30664,belo horizonte,MG,-20.00937843,-44.03423369
30690,belo horizonte,MG,-19.97984523,-44.05782186
30622,belo horizonte,MG,-19.98729548,-43.98983533
30662,belo horizonte,MG,-19.98997501,-44.03951266
30610,belo horizonte,MG,-19.97308321,-43.99391528
30672,belo horizonte,MG,-19.90048619,-43.98505595
30670,belo horizonte,MG,-20.00539272,-44.0212542
30620,belo horizonte,MG,-19.97683947,-44.00208279
30626,belo horizonte,MG,-20.00554149,-44.01389665
30692,belo horizonte,MG,-19.98184306,-44.05651156
30666,belo horizonte,MG,-20.00941682,-44.03925167
30668,belo horizonte,MG,-20.00913264,-44.02983997
30624,belo horizonte,MG,-19.99903203,-44.00051765
30642,belo horizonte,MG,-19.98162816,-44.01207689
30644,belo horizonte,MG,-19.99268787,-44.01955292
30628,belo horizonte,MG,-20.00829135,-44.00402723
30627,belo horizonte,MG,-19.99417124,-44.02121936
30686,belo horizonte,MG,-19.996132,-44.03321256
30730,belo horizonte,MG,-19.91627671,-43.98429884
30720,belo horizonte,MG,-19.9180255,-43.97613253
30770,belo horizonte,MG,-19.91164431,-43.97292042
30710,belo horizonte,MG,-19.91352132,-43.95735564
30775,belo horizonte,MG,-19.90105581,-43.97429969
30750,belo horizonte,MG,-19.89328671,-43.97195293
30760,belo horizonte,MG,-19.90809822,-43.96181773
30860,belo horizonte,MG,-19.90656306,-44.01012227
30865,belo horizonte,MG,-19.91838333,-44.02052054
30870,belo horizonte,MG,-19.90767007,-44.00748307
30840,belo horizonte,MG,-19.89107958,-43.99423023
30882,belo horizonte,MG,-19.8855677,-44.00816197
30880,belo horizonte,MG,-19.90568444,-44.02139865
30830,belo horizonte,MG,-19.90179567,-44.00424794
30820,belo horizonte,MG,-19.90855156,-43.99610516
30881,belo horizonte,MG,-19.89792339,-44.01900337
30850,belo horizonte,MG,-19.91690664,-44.00258751
30855,belo horizonte,MG,-19.86208897,-44.01605141
30810,belo horizonte,MG,-19.9029393,-43.98867326
31050,belo horizonte,MG,-19.90023844,-43.90348964
31035,belo horizonte,MG,-19.89767564,-43.92073141
31010,belo horizonte,MG,-19.91762506,-43.91323567
31030,belo horizonte,MG,-19.90710825,-43.91966547
31070,belo horizonte,MG,-19.88738057,-43.89661244
31015,belo horizonte,MG,-19.90948727,-43.92751641
31060,belo horizonte,MG,-19.89411305,-43.90910595
31080,belo horizonte,MG,-19.88575787,-43.9077041
31140,belo horizonte,MG,-19.89233851,-43.93261998
31170,belo horizonte,MG,-19.8814381,-43.91679121
31155,belo horizonte,MG,-19.87273117,-43.94487678
31130,belo horizonte,MG,-19.88561896,-43.93859494
31110,belo horizonte,MG,-19.89912054,-43.94041213
31150,belo horizonte,MG,-19.87553458,-43.94176194
31160,belo horizonte,MG,-19.882441,-43.92902238
31275,belo horizonte,MG,-19.85669271,-43.97600833
31250,belo horizonte,MG,-19.88881975,-43.9621419
31270,belo horizonte,MG,-19.85303628,-43.95277064
31210,belo horizonte,MG,-19.90714902,-43.95579554
31230,belo horizonte,MG,-19.9051465,-43.95631225
31260,belo horizonte,MG,-19.86716607,-43.93513434
31255,belo horizonte,MG,-19.8785139,-43.95694703
31235,belo horizonte,MG,-19.89371386,-43.95763641
31330,belo horizonte,MG,-19.87964344,-44.00370887
31340,belo horizonte,MG,-19.85284231,-43.98751966
31320,belo horizonte,MG,-19.88015522,-43.98396788
31370,belo horizonte,MG,-20.00548204,-44.01852633
31310,belo horizonte,MG,-19.87586745,-43.982782
31365,belo horizonte,MG,-19.85564349,-44.01018359
31360,belo horizonte,MG,-19.874688,-44.0081765
31510,belo horizonte,MG,-19.81141621,-43.96896324
31515,belo horizonte,MG,-19.82150921,-43.96683064
31525,belo horizonte,MG,-19.82143895,-43.97517235
31580,belo horizonte,MG,-19.81661763,-43.99762518
31560,belo horizonte,MG,-19.8415159,-43.97289772
31550,belo horizonte,MG,-19.83597677,-43.99160833
31540,belo horizonte,MG,-19.83325665,-43.98725676
31585,belo horizonte,MG,-19.823466,-44.0025155
31535,belo horizonte,MG,-19.81508012,-43.97707955
31545,belo horizonte,MG,-19.83792609,-44.007055
31520,belo horizonte,MG,-19.81569767,-43.97533058
31570,belo horizonte,MG,-19.81011863,-43.98472732
31530,belo horizonte,MG,-19.82037054,-43.98181464
31555,belo horizonte,MG,-19.84506186,-43.98466346
31578,belo horizonte,MG,-19.80791249,-44.00037971
31565,belo horizonte,MG,-19.83092134,-43.96358123
31573,belo horizonte,MG,-19.80904233,-43.99006964
31575,belo horizonte,MG,-19.80786199,-43.99392319
31580,belo horizonta,MG,-19.83300724,-43.99449835
31660,belo horizonte,MG,-19.8026465,-43.9856823
31655,belo horizonte,MG,-19.79388407,-43.98970412
31630,belo horizonte,MG,-19.7943755,-43.95435378
31620,belo horizonte,MG,-19.80498756,-43.96923453
31615,belo horizonte,MG,-19.80389542,-43.96229802
31610,belo horizonte,MG,-19.81405888,-43.95821615
31680,belo horizonte,MG,-19.80178846,-43.9960412
31640,belo horizonte,MG,-19.795419,-43.9709445
31650,belo horizonte,MG,-19.79195656,-43.96789901
31652,belo horizonte,MG,-19.7891308,-43.97579793
31610,bh,MG,-19.81463644,-43.95277231
31720,belo horizonte,MG,-19.82808128,-43.95874394
31741,belo horizonte,MG,-19.8474651,-43.94897701
31748,belo horizonte,MG,-19.7976891,-43.93419896
31744,belo horizonte,MG,-19.81150198,-43.94314335
31710,belo horizonte,MG,-19.8437082,-43.95899631
31742,belo horizonte,MG,-19.93435301,-43.91592032
31730,belo horizonte,MG,-19.83109801,-43.94652358
31749,belo horizonte,MG,-19.79501221,-43.94708225
31746,belo horizonte,MG,-19.8090405,-43.932006
31760,belo horizonte,MG,-19.8313353,-43.938839
31725,belo horizonte,MG,-19.83982048,-43.94487474
31765,belo horizonte,MG,-19.83500224,-43.93259517
31785,belo horizonte,MG,-19.80526952,-43.94067926
31844,belo horizonte,MG,-19.8368905,-43.91622824
31812,belo horizonte,MG,-19.85024988,-43.93165573
31872,belo horizonte,MG,-19.81461557,-43.89422217
31846,belo horizonte,MG,-19.83940669,-43.9124313
31814,belo horizonte,MG,-19.86128531,-43.92610114
31840,belo horizonte,MG,-19.83959436,-43.93112738
31810,belo horizonte,MG,-19.85389462,-43.92791581
31870,belo horizonte,MG,-19.83964707,-43.90438516
31842,belo horizonte,MG,-19.84016808,-43.92329932
31845,belo horizonte,MG,-19.93974507,-43.99269734
31820,belo horizonte,MG,-19.89963465,-44.0023992
31995,belo horizonte,MG,-19.842759,-43.89297975
31990,belo horizonte,MG,-19.85420194,-43.89206198
31920,belo horizonte,MG,-19.87807107,-43.91303661
31985,belo horizonte,MG,-19.85462914,-43.91047075
31910,belo horizonte,MG,-19.86554486,-43.92052843
31960,belo horizonte,MG,-19.86086295,-43.90399599
31930,belo horizonte,MG,-19.85054757,-43.90399966
31980,belo horizonte,MG,-19.85579051,-43.91751731
31970,belo horizonte,MG,-19.85421902,-43.88230614
31998,belo horizonte,MG,-19.83087052,-43.86722636
31950,belo horizonte,MG,-19.86247706,-43.89710792
31975,belo horizonte,MG,-19.84958687,-43.88560435
32041,contagem,MG,-19.91406385,-44.07076716
32040,contagem,MG,-19.91676365,-44.07284081
32044,contagem,MG,-19.90477142,-44.09296754
32072,contagem,MG,-19.93102314,-44.11251939
32071,contagem,MG,-19.91863353,-44.1267618
32013,contagem,MG,-19.9310086,-44.08770705
32070,contagem,MG,-19.88852473,-44.08136349
32050,contagem,MG,-19.83178059,-44.15214545
32073,contagem,MG,-19.93329324,-44.12271423
32010,contagem,MG,-19.94039353,-44.06063257
32015,contagem,MG,-19.91871269,-44.09504182
32042,contagem,MG,-19.91978149,-44.09799672
32025,contagem,MG,-19.91986513,-44.10393372
32051,contagem,MG,-19.81097727,-44.14147527
32043,contagem,MG,-19.90132792,-44.08604106
32017,contagem,MG,-19.91702329,-44.08546176
32016,contagem,MG,-19.92531603,-44.10206525
32060,contagem,MG,-19.88838063,-44.10240259
32020,contagem,MG,-19.92928722,-44.09083419
32052,contagem,MG,-19.96417794,-44.015723
32046,contagem,MG,-19.87880365,-44.09082465
32055,contagem,MG,-19.85845931,-44.14109721
32062,contagem,MG,-19.86443662,-44.11163721
32065,contagem,MG,-19.89748717,-44.13079788
32143,contagem,MG,-19.90175973,-44.10606279
32110,contagem,MG,-19.8857571,-44.01809004
32140,contagem,MG,-19.89345444,-44.03400172
32115,contagem,MG,-19.8935044,-44.02745838
32113,contagem,MG,-19.87708095,-44.02034785
32185,contagem,MG,-19.8498827,-44.02029047
32141,contagem,MG,-19.92080702,-44.03610239
32183,contagem,MG,-19.85595612,-44.02741597
32187,contagem,MG,-19.83226136,-44.02163614
32146,contagem,MG,-19.87781228,-44.04097121
32145,contagem,MG,-19.87394834,-44.04783622
32180,contagem,MG,-19.86613223,-44.02388989
32186,contagem,MG,-19.84391351,-44.02164402
32150,contagem,MG,-19.88907387,-44.05417743
32181,contagem,MG,-19.86135726,-44.0259094
32152,contagem,MG,-19.88856817,-44.08176768
32241,contagem,MG,-19.97024647,-44.06128883
32280,contagem,MG,-19.94369086,-44.06152592
32240,contagem,MG,-19.97324797,-44.04300363
32260,contagem,MG,-19.9599156,-44.03863274
32215,contagem,MG,-19.96938123,-44.01729447
32235,contagem,MG,-19.97927045,-44.03918063
32210,contagem,MG,-19.95289717,-44.03072945
32223,contagem,MG,-19.96170552,-44.03523933
32220,contagem,MG,-19.97212671,-44.02528078
32265,contagem,MG,-19.95601572,-44.04703376
32230,contagem,MG,-19.97950176,-44.04060172
32285,contagem,MG,-19.87185789,-44.08224248
32242,contagem,MG,-19.97553047,-44.06328898
32250,contagem,MG,-19.967817,-44.048033
32260,belo horizonte,MG,-19.91975946,-43.91274519
32340,contagem,MG,-19.94140425,-44.05601848
32342,contagem,MG,-19.91544507,-44.03319055
32341,contagem,MG,-19.93410513,-44.05894975
32315,contagem,MG,-19.94604767,-44.03358193
32371,contagem,MG,-19.93015446,-44.03357439
32310,contagem,MG,-19.94451977,-44.03388529
32370,contagem,MG,-19.93244597,-44.02778755
32372,contagem,MG,-19.92889941,-44.02610938
32450,sarzedo,MG,-20.04297354,-44.14431791
32470,mario campos,MG,-20.05406591,-44.187927
32415,ibirite,MG,-20.01841586,-44.09108561
32400,ibirite,MG,-20.0249823,-44.05584099
32420,ibirite,MG,-19.97955721,-44.06441265
32425,ibirite,MG,-19.99881494,-44.06120361
32432,ibirite,MG,-19.99924018,-44.09206331
32412,ibirite,MG,-20.03747734,-44.0698862
32421,ibirite,MG,-20.01640789,-44.12113142
32424,ibirite,MG,-19.98881154,-44.05672336
32423,ibirite,MG,-20.00030244,-44.07285318
32430,ibirite,MG,-19.99634878,-44.07227261
32404,ibirite,MG,-20.00610459,-44.04640855
32405,ibirite,MG,-20.02529489,-44.03931198
32410,ibirite,MG,-20.04260397,-44.05280403
32431,ibirite,MG,-20.000205,-44.0803125
32407,ibirite,MG,-20.00360412,-44.1165537
32440,ibirite,MG,-19.98922127,-44.05801739
32419,ibirite,MG,-19.9946117,-44.06050945
32422,ibirite,MG,-19.98452123,-44.08469941
32417,ibirite,MG,-20.02075234,-44.11778225
32553,betim,MG,-19.96971403,-44.17558669
32605,betim,MG,-19.93362149,-44.18191702
32661,betim,MG,-19.98426462,-44.15175636
32677,betim,MG,-19.94187752,-44.11327371
32676,betim,MG,-19.95051351,-44.14049887
32672,betim,MG,-19.92491906,-44.1669414
32656,betim,MG,-19.97888014,-44.18726096
32600,betim,MG,-19.98061439,-44.20279968
32655,betim,MG,-19.96723491,-44.1774178
32641,betim,MG,-20.028868,-44.23063507
32623,betim,MG,-19.91981205,-44.27652976
32604,betim,MG,-19.95866259,-44.19878943
32681,betim,MG,-19.94839885,-44.1163843
32685,betim,MG,-19.94963235,-44.10076629
32602,betim,MG,-19.94778633,-44.17928331
32670,betim,MG,-19.94861206,-44.16252047
32665,betim,MG,-19.9717957,-44.1411526
32606,betim,MG,-19.94569653,-44.20447999
32689,betim,MG,-19.94382742,-44.07807686
32667,betim,MG,-19.96247369,-44.13869754
32675,betim,MG,-19.93876719,-44.14012235
32653,betim,MG,-19.92959382,-44.1797451
32668,betim,MG,-19.98113109,-44.14232396
32671,betim,MG,-19.9463249,-44.113221
32684,betim,MG,-19.95183561,-44.10432771
